,has_wiki,url,wiki_categories,wiki_content,wiki_summary,wiki_toc,fact,bias
272,0,680news.com,,,,,1,1
273,1,dailysignal.com,"category 2014 establishments in washington, d.c. category american conservative websites category american news websites category internet properties established in 2014 category official website different in wikidata and wikipedia category political blogs category the heritage foundation","    slogan              commercial           type              news and opinion website   registration     optional, required to comment   language         english   owner              the heritage foundation    author             robert bluey , geoffrey lysaught, katrina trinko   editor             robert bluey    revenue             alexa                name              the daily signal   launch date       2014   current status   active   content license      '''''the daily signal''''' is an american  political journalism  news website founded in june 2014. the publication focuses on politics, policy, and culture and offers political commentary from a  conservatism in the united states conservative  perspective. it is published by conservative think tank  the heritage foundation .    overview    ''the daily signal'' is a digital-only news publication created by  united states american  conservative  think tank   the heritage foundation  based in  washington d.c.  entertainment and sports stories that relate to politics are also published by the site. it was criticized by  gawker  for not having advertisers.  the site was officially launched in june 2014.  cbs ,    references       external links        category american conservative websites   category internet properties established in 2014   category american news websites   category the heritage foundation   category political blogs   category 2014 establishments in washington, d.c. ","the daily signal is an american political journalism news website founded in june 2014. the publication focuses on politics, policy, and culture and offers political commentary from a conservative perspective. it is published by conservative think tank the heritage foundation.",overview history references external links,2,4
274,1,vancouversun.com,category 1912 establishments in british columbia category all articles needing additional references category all articles with unsourced statements category articles needing additional references from december 2011 category articles with unsourced statements from october 2018 category daily newspapers published in british columbia category newspapers published in vancouver category postmedia network publications category publications established in 1912 category vancouver sun people,"    owners    postmedia network inc.    headquarters   2985 virtual way #400, vancouver, b.c., v5m 4x7   chiefeditor   harold munro   issn   0832-1299   website       the '''''vancouver sun''''' is a daily newspaper first published in  british columbia  on 12 february 1912. the paper is currently published by the pacific newspaper group, a division of  postmedia network . it is published six days a week, monday to saturday.  now combined with the province newspaper, the ''sun'' still has the largest newsroom of any newspaper in western canada. the ''sun'' is a  broadsheet  newspaper and was not originally related to the  sun media  chain and its tabloid ''sun'' papers in  toronto sun toronto ,  ottawa sun ottawa ,  winnipeg sun winnipeg ,  calgary sun calgary  and  edmonton sun edmonton . however, sun media was acquired by postmedia in 2015, making the ''vancouver sun'' and the tabloid ''sun'' papers part of the same company.  in 1924, the sun bought the '' vancouver world '' newspaper, which had been in financial difficulty for some time.  in march 1937, a fire destroyed the ''sun'''s business and editorial offices. the only casualty was the janitor, who suffered minor burns and smoke inhalation. the ''sun'' promptly moved across the street into the world building, where the ''world'' had been published. the building was accordingly renamed the  sun tower .  in 1958, the ''sun'' and the ''province'' joined to create the ''pacific press'' in response to the rising costs of producing newspapers. first the papers merged their mechanical and financial departments, then they both moved into the pacific press building on december 27, 1965.  the newspaper's  photojournalism photography department  became the first in the world to fully switch over to  digital photography  following the 1994 release of the  kodak dcs 400 series , which used a  nikon f90  body; the camera was developed by  kodak  in collaboration with  the associated press  and each unit cost $16,950.  in december 2011, after much research on the demographics of the greater  vancouver  area, the newspaper launched a chinese-language version '' taiyangbao ''  in 2017, the vancouver sun and province moved to east vancouver, to the broadway tech centre.      circulation    ''the vancouver sun'' has seen, like most  list of newspapers in canada#daily newspapers canadian daily newspapers  a decline in  newspaper circulation circulation . its total circulation dropped by   percent to 136,787 copies daily from 2009 to 2015.      notable staff        kim bolan bolan, kim   crime      see also       vancouver sun run    the vancouver sun classic children's book collection the ''vancouver sun'' classic children's book collection    list of newspapers in canada      references         external links                category newspapers published in vancouver   category postmedia network publications   category publications established in 1912   category daily newspapers published in british columbia   category 1912 establishments in british columbia   category vancouver sun people ","the vancouver sun is a daily newspaper first published in british columbia on 12 february 1912. the paper is currently published by the pacific newspaper group, a division of postmedia network. it is published six days a week, monday to saturday. now combined with the province newspaper, the sun still has the largest newsroom of any newspaper in western canada. the sun is a broadsheet newspaper and was not originally related to the sun media chain and its tabloid sun papers in toronto, ottawa, winnipeg, calgary and edmonton. however, sun media was acquired by postmedia in 2015, making the vancouver sun and the tabloid sun papers part of the same company.",history circulation notable staff see also references external links,2,3
275,0,takepart.com,,,,,2,2
276,0,crimeresearch.org,,,,,2,4
277,0,theoslotimes.com,,,,,2,3
278,0,toprightnews.com,,,,,1,5
279,1,kentucky.com,"category mcclatchy publications category media in lexington, kentucky category newspapers published in kentucky category pages using deprecated image syntax category pages using infobox newspaper with unknown parameters category publications established in 1870 category use mdy dates from march 2017","  the '''''lexington herald-leader''''' is a  newspaper  owned by  the mcclatchy company  and based in the  united states u.s.  city of  lexington, kentucky . according to the ''1999 editor & publisher international yearbook'', the ''herald-leader'''s paid circulation is the second largest in the commonwealth of  kentucky . the newspaper has won the 1986  pulitzer prize for investigative reporting , the 1992  pulitzer prize for editorial writing  and the 2000  pulitzer prize for editorial cartooning .  in 1937, the owner of the ''leader'', john stoll, purchased the ''herald''. long-time columnists don edwards and dick burdette took voluntary early retirements but are still published occasionally as contributing writers. the job eliminations were a cumulation of efforts that started in may when the workforce was reduced by 15 positions. it also assumed  knight ridder debt of $2 billion. mcclatchy sold 12 knight ridder papers, but the ''herald-leader'' was one of 20 retained.    office and production plant   the ''herald-leader'''s new office and production plant facility was completed in september 1980 at a cost of $23 million. the last issue of the lexington herald-leader to be printed in lexington was printed on july 31, 2016. it marked the end of 229 years of newspaper printing in lexington. remaining staff will be relocated to a smaller office space upon the sale of the building.    see also      '' the courier-journal '' – kentucky's largest newspaper    list of newspapers in kentucky      references       external links           category newspapers published in kentucky   category mcclatchy publications   category media in lexington, kentucky   category publications established in 1870 ","the lexington herald-leader is a newspaper owned by the mcclatchy company and based in the u.s. city of lexington, kentucky. according to the 1999 editor & publisher international yearbook, the herald-leader's paid circulation is the second largest in the commonwealth of kentucky. the newspaper has won the 1986 pulitzer prize for investigative reporting, the 1992 pulitzer prize for editorial writing and the 2000 pulitzer prize for editorial cartooning. it had also been a finalist in six other pulitzer awards in the 22-year period up until its sale in 2006, a record that was unsurpassed by any mid-sized newspaper in the united states during the same time frame.the publisher is rufus friday, and peter baniak is the editor.",history office and production plant see also references external links,2,5
280,0,altoday.com,,,,,2,3
281,1,dailyrecord.com,"category all stub articles category gannett publications category morris county, new jersey category morristown, new jersey category new jersey stubs category newspapers published in new jersey category northeastern united states newspaper stubs category official website different in wikidata and wikipedia category pages using deprecated image syntax category publications established in 1900","     issn                     website                     category gannett publications   category morris county, new jersey   category morristown, new jersey   category newspapers published in new jersey   category publications established in 1900    ","the daily record is a seven-day morning daily newspaper of the usa today network located in parsippany-troy hills, new jersey. the paper was founded in 1974 and originally located in morristown.the daily record serves the greater morris county area of northern new jersey and the south-western suburbs of new york city . it is owned by gannett company, who purchased it from the goodson newspaper group in 1998. goodson had owned the paper since 1987.",references external links,2,2
282,0,humanprogress.org,,,,,1,1
283,0,conservativemedia.com,,,,,2,4
284,1,nautil.us,category american bimonthly magazines category american online magazines category american science and technology magazines category magazines established in 2013 category magazines published in new york city category popular science magazines category science websites,"     finaldate         <!--  -->   finalnumber          company           nautilusthink inc.   country           united states   based             new york   language          english   website               issn              2372-1766   oclc                  '''''nautilus''''' is an online and print science magazine that ""combines the sciences, culture and philosophy into a single story."" was named one of the world's best-designed news sites by the  society for news design ; and was nominated for two others; it is the only magazine to have won multiple ellies in its first year of eligibility. it also had one story included in the 2015 edition of the best american science and nature writing, and another story win a aaas kavli science journalism award. realclearscience again named it a top-10 science website.  in 2016, ''nautilus'' had one story included in the 2016 edition of the best american science and nature writing; won an american society of magazine editor's award for best style and design of a cover; and was nominated for a webby award.  in 2017, ''nautilus'' had three stories selected for inclusion in the 2017 edition of the best american science and nature writing; had one piece win a aaas kavli science journalism award; and was a webby award nominee for best editorial writing.   over a dozen ''nautilus'' illustrations have been recognized by american illustration, spectrum, and the society of illustrators.    name    the word ""nautilus"" has a number of meanings that are referred to in the title of the magazine. ""'the nautilus is so steeped in math and myth and story, from  nautilus  verne  verne  to the  golden ratio#disputed observations golden mean  to the  nautilus spectacular sea creature  itself,' [''nautilus'' publisher john] steele said, 'that it seemed a fitting namesake for the idea of connecting and illuminating science.'"" in the  national writers union , alleging that the company was in arrears to them for $50,000 for unpaid work. they announced that ten of them had joined the nwu in order ""to pursue a group non-payment grievance with legal action if necessary"". on 15 december 2017, the ''nautilus'' publisher, john steele, published a reply explaining the magazine's financial situation and taking responsibility for the late payments. at the time of the partnership, the three magazines had a combined reach of 10 million users.     references        external links         category american online magazines   category magazines established in 2013   category popular science magazines   category science websites   category american bimonthly magazines   category american science and technology magazines   category magazines published in new york city ","nautilus is an online and print science magazine that ""combines the sciences, culture and philosophy into a single story."" it publishes one ""issue"" on a selected topic each month on its website, releasing one ""chapter"" each thursday. issue topics have included human uniqueness, time, uncertainty, genius, mergers & acquisitions, and feedback. nautilus also publishes a print edition six times a year, and a daily blog called facts so romantic. it makes regular use of original commissioned illustration to accompany its stories. the headquarters are in new york, ny.",reception contributors name controversy partnerships references external links,2,3
285,1,dailynews.com,"category 1911 establishments in california category companies based in los angeles category daily newspapers published in the united states category digital first media category medianews group publications category newspapers published in the greater los angeles area category publications established in 1911 category san fernando valley category woodland hills, los angeles","__notoc__  <br /> as the ''van nuys call''    owners          digital first media    headquarters   21860 burbank blvd. #200<br /> woodland hills, los angeles, california woodland hills ,  california  91367<br />united states   editor         frank pine   publisher      ron hasse   staff             language       english   circulation    56,493 daily<br />79,646 sunday<br> september 2014     history    the ''daily news'' began publication in  van nuys, los angeles, california van nuys  as the '''''van nuys call''''' in 1911,  the group briefly published local editions for the  antelope valley ,  santa clarita, california santa clarita  and  ventura county, california ventura county . however, to cut costs and consolidate resources, the local editions were eliminated. as part of circulation reporting for the  southern california news group , all papers in lang are considered editions of the daily news. but then endorsed his opponent  mitt romney  in 2012.     see also          references       external links               category newspapers published in the greater los angeles area   category daily newspapers published in the united states   category san fernando valley   category digital first media   category companies based in los angeles   category woodland hills, los angeles   category publications established in 1911   category 1911 establishments in california   category medianews group publications ","the los angeles daily news is the second-largest-circulating paid daily newspaper of los angeles, california. it is the flagship of the southern california news group, a branch of colorado-based digital first media. the offices of the daily news are in woodland hills, and much of the paper's reporting is targeted toward readers in the san fernando valley in los angeles. its stories tend to focus on issues involving valley businesses, education, and crime. the current editor is frank pine.",history earlier newspapers see also references external links,2,4
286,0,newsbiscuit.com,,,,,0,0
287,1,triblive.com,category all articles with dead external links category articles with dead external links from may 2018 category articles with permanently dead external links category newspapers published in pittsburgh category pages using deprecated image syntax category publications established in 1889 category webarchive template wayback links," front page of the ''pittsburgh tribune-review''   type                  daily  newspaper    format                 broadsheet    foundation            1811  in 1992 became metro-wide    ceased publication      price                   owners                tribune-review publishing company   publisher              richard mellon scaife    editor                  circulation           187,875 daily<br>202,181 sunday  in late 1997, scaife's newsworks facility opened in the  north hills  pennsylvania  north hills . citing a ""sagging economy"", the trib laid off more than four percent of its workforce in 2003, including  freelance writer s.  the company incorporated as trib total media in the summer of 2005, and purchased gateway newspapers, a community publication group servicing approximately 22 communities, at the time, in and around pittsburgh's allegheny county. two managers were immediately laid off. the exact number of proposed redundancies was not announced. on june 20, 2008, trib total media publicly announced it was closing several weekly newspapers in the gateway newspapers chain. the papers affected include  ''bridgeville area news'', ''north journal'', ''mcknight journal'', ''woodland progress'', ''penn hills progress'', ''coraopolis-moon record'' and the ''advance leader''. many of those papers were several decades old. the restructuring included the sale of two dailies and six weeklies to west penn media.  home delivery was reduced in some parts of allegheny and westmoreland counties.     investigations, national attention     carl prine , an investigative reporter for the newspaper, conducted a probe with the  cbs  news magazine '' 60 minutes '' that highlighted the lack of security at the nation's most dangerous chemical plants following the  september 11, 2001 attacks . they were later acquitted when the judge accepted that the story had been in the public interest.  as part of the ''trib total media'' conglomerate, the tribune-review has a news exchange partnerships with wpxi, pittsburgh's nbc affiliate and until 2013, it was a sister publication to pittsburgh's second-largest news radio station,  kqv . trib total media is the official newspaper of the  pittsburgh pirates  and the  pittsburgh penguins   the latter of which scaife was a co-founder in  1967 nhl expansion 1967   and has strong partnerships with many nonprofit and community businesses and organizations throughout western pennsylvania.     see also        arkansas project     brad bumsted     randy bish    '' pittsburgh post-gazette ''     notes and references         external links       ,  pittsburgh city paper , september 1, 2005     category newspapers published in pittsburgh   category publications established in 1889 ","the pittsburgh tribune-review, also known as ""the trib,"" is the second largest daily newspaper serving metropolitan pittsburgh, pennsylvania, in the united states. although it transitioned to an all-digital format on december 1, 2016, it remains the second largest daily in the state, amassing nearly one million unique page views a month. founded on august 22, 1811, as the greensburg gazette and in 1889 consolidated with several papers into the greensburg tribune-review, the paper circulated only in the eastern suburban counties of westmoreland and parts of indiana and fayette until may 1992, when it began serving all of the pittsburgh metropolitan area after a strike at the two pittsburgh dailies, the pittsburgh post-gazette and pittsburgh press, deprived the city of a newspaper for several months. the tribune-review publishing company was owned by richard mellon scaife, an heir to the mellon banking, oil, and aluminum fortune, until his death in july 2014. scaife was a major funder of conservative organizations, including the arkansas project.  accordingly, the tribune-review has maintained a conservative editorial stance, contrasting with the more centrist post-gazette.  in addition to its flagship paper, the company publishes 17 weekly community newspapers, the pittsburgh pennysaver, as well as triblive.com and tribtotalmedia.com.","history origin kent state and the pulitzer 1990s expansion, and <i>north hills news record</i> 2000s mergers and consolidations 2015 restructuring investigations, national attention circulation see also notes and references external links",2,4
288,0,thelondoneconomic.com,,,,,2,3
289,0,ebar.com,,,,,1,2
290,0,consmovement.com,,,,,0,0
291,1,jezebel.com,category 2007 establishments in the united states category all articles with unsourced statements category american blogs category articles with short description category articles with unsourced statements from october 2018 category feminist blogs category gawker media category internet properties established in 2007 category use mdy dates from january 2019 category webarchive template wayback links,"     slogan              commercial        yes  type              blog  registration        language          english  content license     owner              univision communications   author             anna holmes   editor            julianne escobedo shepherd   revenue             current status      footnotes             '''''jezebel''''' is a liberal  blog  geared towards women, under the tagline ""celebrity, sex, fashion for women. without airbrushing."" it was launched in 2007 by  gawker media  and is currently owned by  univision communications .    history   ''jezebel'' was launched on may 21, 2007, as the 14th gawker blog. tkacik departed in august 2008 to work at gawker.com, after briefly accepting and then rescinding a job offer from '' radar  magazine  radar ''.    editor-in-chief   { class ""wikitable sortable""  - ! editor-in-chief ! editor from ! editor to  -  sortname  anna holmes   align center 2007  align center 2010  -  sortname jessica coen  align center 2010  align center 2014  -  sortname emma carmichael  align center 2014  align center 2017  -  sortname koa beck  align center 2017  align center 2018  -  sortname julianne escobedo shepherd  align center 2018  align center current  }    media attention   on its first day of operation, ''jezebel'' offered a $10,000 reward for the best example of a magazine cover photo prior to being  photo manipulation retouched  for publication.  a july 2008 article in the '' ottawa citizen '' included ''jezebel'' as one of several sites launched as part of the ""online  estrogen  revolution,"" referring to a  comscore  finding that community-based women's websites were tied with political sites as the internet's fastest-growing category. the article also cited '' ad age ''s research showing that women's internet use is outpacing men's. as a result of this publicity, the site was parodied as ""joanofsnark.com"" on an episode of '' 30 rock '', "" tgs hates women "". later, in november 2012, ''jezebel'' was criticized for publicizing the names of teenagers who posted racist tweets in response to  barack obama 's re-election.  in 2014, caitlin dewey of '' the washington post '' criticized ''jezebel'' for its article about  vogue  magazine  ''vogue's''  february issue,    references       external links           category gawker media   category american blogs   category women's websites   category internet properties established in 2007   category feminist blogs   category 2007 establishments in the united states ","jezebel is a liberal blog geared towards women, under the tagline ""celebrity, sex, fashion for women. without airbrushing."" it was launched in 2007 by gawker media and is currently owned by univision communications.",history editor-in-chief media attention references external links,0,3
292,0,youngcons.com,,,,,2,3
293,1,euronews.com,category 1993 establishments in the european union category 24-hour television news channels in france category all articles containing potentially dated statements category all articles with unsourced statements category arabic-language television stations category articles containing french-language text category articles containing potentially dated statements from may 2016 category articles with unsourced statements from october 2016 category cs1 french-language sources  fr  category cs1 russian-language sources  ru ,"      closed date         <!--  -->   picture format       576i    16 9   standard-definition television sdtv  <br />  1080i   high-definition television hdtv     share                  share as of            share source           network                owner                media globe networks   53%     cyprus broadcasting corporation cybc , cyprus   france télévisions , france   rai , italy   rtbf , belgium   rádio e televisão de portugal rtp , portugal   rtve , spain  former shareholder    télé monte carlo tmc , monaco  former shareholder    yleisradio yle , finland   ertu , egypt  in 1997, the british news broadcaster  itn  purchased a 49 percent share of euronews for £5.1&nbsp;million from  alcatel-alsthom .  on 6 february 2006, ukrainian public broadcaster  national television company of ukraine natsionalna telekompanya ukraïny  ntu   purchased a one percent interest in socemie.  in february 2009, the turkish public broadcaster  turkish radio and television corporation trt  became a shareholder in the channel, and joined its supervisory board.  -   12    modern greek greek    18 december 2012     -   13    hungarian language hungarian    30 may 2013    -  }     radio service    in 2 october 2012, euronews launched euronews radio. the service was designed for viewers for whom ""watching news is not an option"" by providing a direct simulcast to the tv channel, with ""no comment"" segment being replaced by music. the music of the bulletin openings are also transmitted on euronews radio. weather reports are read by a female announcer.     africanews      on 20 april 2016, the french subsidiary of euronews launched an african version of their news service called africanews in french and english.     partnership with nbc    in november 2016, the channel's executive board was in talks with  nbcuniversal , parent company of  nbc news , for a ""strategic partnership"". nbcu would acquire 15 to 30% ownership of the euronews network, would contribute to euronews content, and facilitate nbc news' expanded operations in europe. after the formation of the partnership, video reports from nbc news' properties began to appear frequently on the tv channel and reports from  nbcnews.com  began to be distributed on its digital platforms.   on 9 may 2017, euronews split its service into 12 language-specific editions, of which nine have a linear tv channel with its own language voiceover, but now including contents, on-air graphics  except for some segments  and its lower-third news ticker in the language. the ''glocal'' strategy allows the language editorial teams to personalise the content and presentation of their channel, not only by sharing own-produced content with other languages, but by producing content that is relevant to local audiences, and allowing local reporters and presenters to appear on camera in all its language editions. the splitting process finished on 24 may 2017.  additionally, the arabic and persian language editions became available only on euronews' website and apps, with the tv channels being discontinued, and the ukrainian edition was discontinued outright, due to lack of funding from the ukrainian government.  alongside conventional rolling news shows, debate programming, talk shows and new presenter-led shows will be offered during the weekly schedule, and throughout programmes, euronews reporters from different nationalities will be offering context on stories close to their respective home nationalities.  the traditional pre-produced blocks of video content still remains on late nights and weekends. most overnights now repeat the previous day's edition  either full or half length  of ''euronews now''.  new weekly programming is also being produced, including the weekly interview series ''uncut'', which feature conversations from political leaders and newsmakers worldwide with minimum to no editing. the first episodes feature german-french politician  daniel cohn-bendit  interviewing former  ukip  leader  nigel farage  and former  prime minister of the united kingdom uk prime minister   tony blair  about  brexit . additionally, a new social media unit was created, with journalists with a background on digital news verification leading it. the newly-created team help to produce ''the cube'', a social media segment during rolling news shows, focusing on analysis on treatment and reactions about news headlines on social media, with special attention at the major stories of the day. ''no comment'', a long-standing element of euronews' programming, remains on the channels' schedule, and it's being gradually integrated into the rolling news shows on the english-language channel. .    broadcast   the channel is available in 430&nbsp;million households in 166 countries worldwide. it reaches more than 170&nbsp;million european households by  cable television cable ,  satellite television satellite  and  terrestrial television terrestrial . it also began to secure availability on  multimedia  platforms such as  iptv  and digital media. this app was later shut down quietly.  the following countries also broadcast euronews through terrestrial channels for a limited amount of time    armnews.eu   sweden   in russian   face tv  bosnia and herzegovina  face tv    bosnia-herzegovina   in english   cyprus broadcasting corporation cybc  dtv platform   cyprus   in english and  modern greek greek   also simulcasted by  rik 2  when its programming is over    hellenic broadcasting corporation ert    greece   in english and  modern greek greek    télé liban tl    lebanon   in  modern standard arabic arabic  daily at 8 00   rté one ,  rté news now   ireland  in english   extremadura tv ,  in 2012, the largest belarusian state network mtis stopped broadcasting euronews for unknown reasons.  in september 2017, vgtrk have ceased simulcasting euronews to expand broadcasting hours of  russia-k  channel.     hd     high-definition television high-definition   hd  broadcasting was started on 2 november 2016 via satellite using  hot bird -capacities  english audio only . regarding the audio codec, euronews used the  dolby digital ac3  format at the beginning here, changing to the  advanced audio coding aac  codec in march 2017, and changing it again to the mpeg codec in april 2017. because the lyon-based channel used the logo ""africanews"" for its african subsidiary in 2016. however, africanews in the democratic republic of congo     may 2016  silver-white lower case word ""euronews"" followed by a small circle at foot of the last letter, all on a light navy background    bureau locations   euronews primarily broadcasts from its headquarters in lyon, but also maintains international bureaux for editorial or marketing purposes in  athens , brussels,  budapest ,  doha ,  dubai ,  istanbul , london, paris and washington d.c.     see also      africanews     bbc world news     e!sharp     euobserver     the brussels times      euractiv     eurosport    '' new europe  newspaper  new europe '' newspaper    politico europe       references       external links                      category 1993 establishments in the european union   category 24-hour television news channels in france   category arabic-language television stations   category companies based in lyon   category english-language television stations   category european initiative prize recipients   category external services  broadcasting    category foreign television channels broadcasting in the united kingdom   category french-language television stations   category german-language television stations   category greek-language television stations   category italian-language television stations   category media in the european union   category multilingual news services   category pan-european media companies   category persian-language television stations   category portuguese-language television stations   category publicly funded broadcasters   category russian-language television stations   category spanish-language television stations   category television channels and stations established in 1993   category television channels in belgium   category television channels in flanders   category television channels in the netherlands   category television channels in the united kingdom   category television channels in russia   category television stations in france   category turkish-language television stations   category ukrainian-language television stations   category european news websites ","euronews is a european pay television news network, headquartered in lyon, france. the network began broadcasting on 1 january 1993, and aimed to cover world news from a pan-european perspective. it is jointly owned by several european and north african state broadcasting organisations, and since 2015 majority owned  53%  by media globe networks led by egyptian billionaire naguib sawiris who is chairman of the supervisory board.",history and organisation general language availability radio service africanews partnership with nbc broadcast hd logos bureau locations see also references external links,2,4
294,0,reverbpress.com,,,,,1,5
295,1,pennlive.com,"category 1854 establishments in pennsylvania category advance publications category all articles needing additional references category all articles with unsourced statements category articles needing additional references from september 2018 category articles with unsourced statements from september 2018 category newspapers published in harrisburg, pennsylvania category newspapers published in pennsylvania category pages using infobox newspaper with unknown parameters","    editor   cate barron   publisher   d. lee carlson   opeditor   john l. micek   sportseditor   burke noel   reach   over 476,000 readers weekly in print and on pennlive  it is now published sundays, tuesdays and thursdays. also, as of may 4, 2015, ''lnp'', a seven-day newspaper based in lancaster, pennsylvania, is printed in the same facility as ''the patriot-news''.     history    ''the patriot-news'' officially traces its history to march 4, 1854, with the founding of ''the daily patriot''.  its heritage dates, however, to december 1820, involving a weekly newspaper named ''the pennsylvania intelligencer''.  in 1855, ''the patriot'' bought the ''democratic union'', successor of the ''intelligencer,'' and merged them into ''the patriot & union.''  it was a weekly paper, but published three days a week when the legislature was in session.  it became a daily publication again in 1868 as ''the morning patriot'', changing its name to the ''harrisburg daily patriot'' in 1875 and dropping harrisburg from its masthead in 1890.  the other half of the paper began in 1917 as ''the evening news.''  in 1947, both papers were bought by edwin russell, with financial backing from the newhouse chain, forerunner of advance publications.  later that year, the newhouse chain assumed majority ownership, though russell remained as the papers' driving force until his death in 2001.  the retraction received considerable national coverage;  npr  and  fox news channel  interviewed several of the paper's editors.  deputy opinion page editor matthew zencey said the 150th anniversary of the gettysburg address was the perfect time to ask, ""gee, can you believe what rock heads ran this outfit 150 years ago?""  in 2003, the paper won the pennsylvania newspaper association]s g. richard dew award for journalistic service for its coverage of the attempted sale of  hershey foods . in 2004, the newspaper was named as one of ""10 that do it right"" by  editor & publisher  magazine. the newspaper has won the  pennsylvania newspaper association 's keystone press award division i sweepstakes, which goes to the large metro newspaper that wins the most journalism awards, in 2004, 2006, and 2010, competing against the newspapers in philadelphia, pittsburgh and allentown as the smallest paper in that division.  the year 2004 also began a run in the pennsylvania newspaper association's newspaper of the year awards unmatched in the contest's history. ''the patriot-news'' has been either first or second place as the state's newspaper of the year for seven years in a row, with first-place wins in 2005, 2006, 2007, and 2010. the contest includes more than 50 newspapers from across the state, including philadelphia and pittsburgh.  the newspaper's reporters have won the pennsylvania newspaper association's distinguished writing award multiple times, most recently to reporter john luciew in 2013.  crime reporter and  penn state  grad sara ganim began gaining national attention in the wake of the penn state sex abuse scandal after coach  jerry sandusky 's indictment in november 2011. ganim had written a substantial piece in march 2011, when few others were covering the story. among other follow-ups, she then spoke to two of the mothers of alleged victims for the paper in the immediate wake of the indictment. “you can credit the ''patriot-news'' with giving me the time a reporter needs to cover this kind of story,"" she said to a new york media columnist who specially noted her coverage.    audience   in 2012, the paper drew 476,000 readers weekly in print and on pennlive. as of november 2018, the newsstand price was $1.50 daily and $3 for the sunday edition.    see also     jan murphy    charlie thompson  reporter  charlie thompson    peter shellem    sara ganim     references       external links             category 1854 establishments in pennsylvania   category newspapers published in pennsylvania   category newspapers published in harrisburg, pennsylvania   category advance publications ","the patriot-news is the largest newspaper serving the harrisburg, pennsylvania, metropolitan area. in 2005, the newspaper was ranked in the top 100 in daily/sunday circulation in the united states. it has been owned by advance publications since 1947.  on august 28, 2012, the newspaper's publisher announced that it would shift to a three-day print publication schedule beginning january 1, 2013, and expand its digital focus on its website, pennlive.com, and social-media platforms. this followed similar moves at other advance-owned publications.  it is now published sundays, tuesdays and thursdays. also, as of may 4, 2015, lnp, a seven-day newspaper based in lancaster, pennsylvania, is printed in the same facility as the patriot-news.","history awards, honors, and special notice audience see also references external links",2,5
